example_id,question,gold_answer,rag_answer,gold_exact_match,gold_f1,chunk_type,chunk_size,chunk_overlap,num_chunks,embed_provider,embed_model,embed_dimension,retrieval_mode,retrieval_top_k,num_chunks_retrieved,context_char_length,reranker_model,reranker_top_k,llm_provider,llm_host,dataset_name,dataset_sample_seed,difficulty,question_type,strategy_latency_ms,failure_stage,failure_stage_confidence,failure_stage_method,context_sent_to_llm,gold_in_chunks,gold_in_retrieved,gold_in_context,google_gemini_2_5_flash_lite_faithfulness,google_gemini_2_5_flash_lite_relevance,google_gemini_2_5_flash_lite_conciseness,google_gemini_2_5_flash_lite_quality,google_gemini_2_5_flash_faithfulness,google_gemini_2_5_flash_relevance,google_gemini_2_5_flash_conciseness,google_gemini_2_5_flash_quality,google_gemini_2_5_pro_faithfulness,google_gemini_2_5_pro_relevance,google_gemini_2_5_pro_conciseness,google_gemini_2_5_pro_quality,anthropic_claude_haiku_4_5_20251001_faithfulness,anthropic_claude_haiku_4_5_20251001_relevance,anthropic_claude_haiku_4_5_20251001_conciseness,anthropic_claude_haiku_4_5_20251001_quality,anthropic_claude_sonnet_4_20250514_faithfulness,anthropic_claude_sonnet_4_20250514_relevance,anthropic_claude_sonnet_4_20250514_conciseness,anthropic_claude_sonnet_4_20250514_quality,anthropic_claude_opus_4_20250514_faithfulness,anthropic_claude_opus_4_20250514_relevance,anthropic_claude_opus_4_20250514_conciseness,anthropic_claude_opus_4_20250514_quality
246,In what city was the person born who proposed the Alcubierre drive?,Mexico City,"The context states that the Alcubierre drive was proposed by ""Mexican theoretical physicist Miguel Alcubierre."" However, the provided context does not specify the city where Miguel Alcubierre was born. While the context mentions that he is Mexican, it does not include his birth city. The context also includes information about Harold G. White and Leslie Irwin, but neither is relevant to the birth city of the person who proposed the Alcubierre drive (Miguel Alcubierre). Therefore, the city of birth is not provided in the context.

Answer: Not specified",False,0.0344827586206896,recursive,500,100,20,ollama,mxbai-embed-large,1024,hybrid,10,3,1407,bge,3,ollama,local,hotpotqa,42,medium,bridge,45202.00779999141,retrieval,high,substring,"---

## Alcubierre drive
The Alcubierre drive or Alcubierre warp drive (or Alcubierre metric, referring to metric tensor) is a speculative idea based on a solution of Einstein's field equations in general relativity as proposed by Mexican theoretical physicist Miguel Alcubierre, by which a spacecraft could achieve apparent faster-than-light travel if a configurable energy-density field lower than that of vacuum (that is, negative mass) could be created.

---

---

## Harold G. White
Harold G. ""Sonny"" White is a mechanical engineer, aerospace engineer and applied physicist who is the Advanced Propulsion Team Lead for the NASA Engineering Directorate and is known for proposing new Alcubierre drive concepts and promoting advanced propulsion projects, under development at the NASA Johnson Space Center, including the first practical experiment to test the existence of Alcubierre drive effects.

---

Leslie Herbert ""Les"" Irwin, CBE (1 May 1898 – 28 January 1985) was an Australian politician.  Born in Newcastle, New South Wales, he was educated at state schools and underwent military service 1916–30.  Upon the end of his service, he became a bank manager.  In 1963, he was selected as the Liberal candidate for the seat of Mitchell in the Australian House of Representatives.  He was the last person born in the nineteenth century, the last person born before Federation, and the last World War I",True,False,False,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667,5.0,4.0,3.0,4.0,5.0,5.0,3.0,4.333333333333333,5.0,5.0,4.0,4.666666666666667
247,The Polar Bears is a 2012 3D computer animated short film that features the voice of an american actor for his portrayal of the Winklevoss twins in what film?,The Social Network,"The Polar Bears is a 2012 3D computer animated short film that features the voice of Armie Hammer, an American actor known for his portrayal of the Winklevoss twins in the film ""The Social Network"" (2010).",True,0.1176470588235294,recursive,500,100,24,ollama,mxbai-embed-large,1024,hybrid,10,3,1435,bge,3,ollama,local,hotpotqa,42,medium,bridge,16612.537900015013,none,,substring,"## The Polar Bears
The Polar Bears is a 2012 3D computer animated short film presented by The Coca-Cola Company, produced by Ridley Scott, written by David Reynolds, and directed by John Stevenson.  The film features the voices of Lin-Manuel Miranda, Armie Hammer, Jonathan Adams, and Megyn Price.  The film is based on Coca-Cola's iconic polar bears and was released on the company's website and YouTube channel on December 31, 2012.

---

Armand Douglas ""Armie"" Hammer (born August 28, 1986) is an American actor.  He is known for his portrayal of the Winklevoss twins in the film ""The Social Network"" (2010), Prince Andrew Alcott in ""Mirror Mirror"" (2012), the title character in the adventure film ""The Lone Ranger"" (2013), Mike in ""Mine"" (2016), and the voice role of Jackson Storm in 2017's Disney-Pixar Film ""Cars 3"".  He played the role of Illya Kuryakin in ""The Man from U.N.C.L.E."" (2015), and stars as Oliver in the 2017 romance

The Real Bears is an anti-soft-drink advertising campaign by the Center for Science in the Public Interest, which debuted in October 2012.  It is a parody of the Coca-Cola Company's ad campaigns depicting polar bears, in particular the ""Open Happiness"" ads, and was produced with the help of Alex Bogusky.  Michael Jacobson said that the ad was ""...our attempt to reposition soft drinks from a source of happiness to a major cause of disease.""  CSPI chose Bogusky to direct the ad because, they",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
248,In what country does baechu originate?,China,Korea,False,0.0,recursive,500,100,31,ollama,mxbai-embed-large,1024,hybrid,10,3,982,bge,3,ollama,local,hotpotqa,42,medium,bridge,43052.59029997978,retrieval,high,substring,"---

## Kkakdugi
Kkakdugi or diced radish kimchi is a variety of kimchi in Korean cuisine.  Usually, it has all the ingredients of kimchi, but the baechu (hangul: 배추; Napa cabbage) used for kimchi is replaced with Korean radish (called ""mu"", 무 in Korean).  ""Kkakdugi"" is a popular banchan (side dish) enjoyed by Koreans and others.

---

population, most of the grape varietals grown in the Texas Hill Country originate from France, Italy, or Spain rather than the cooler climate of Germany.

Belgium is a source, destination, and transit country for men, women, and children subjected to trafficking in persons, specifically forced labor and forced prostitution.  Victims originate in Eastern Europe, Africa, East Asia, as well as Brazil and India.  Some victims are smuggled through Belgium to other European countries, where they are subjected to forced labor and forced prostitution.  Male victims are subjected to forced labor and exploitation in restaurants, bars, sweatshops,",True,False,False,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.666666666666667,4.0,5.0,5.0,4.666666666666667,4.0,5.0,5.0,4.666666666666667,4.0,5.0,5.0,4.666666666666667,5.0,5.0,5.0,5.0
249,what actors starred in the 1993 movie adaption of The Golden Egg?,"Jeff Bridges, Kiefer Sutherland, Nancy Travis and Sandra Bullock","Jeff Bridges, Kiefer Sutherland, Nancy Travis and Sandra Bullock",True,1.0,recursive,500,100,33,ollama,mxbai-embed-large,1024,hybrid,10,3,1287,bge,3,ollama,local,hotpotqa,42,medium,bridge,9158.029499987606,none,,substring,"The Golden Egg (Dutch: Het Gouden Ei), published as The Vanishing in English-speaking countries, is a psychological thriller novella written by Dutch author Tim Krabbé, first published in 1984.  The plot centers on a man whose obsession over the fate of his missing lover from years ago drives him to confront her abductor and pay the ultimate sacrifice in order to know the truth.  The book was adapted into a 1988 film which was later remade in an English-language version by the same director.

---

## The Vanishing (1993 film)
The Vanishing is a 1993 American psychological thriller starring Jeff Bridges, Kiefer Sutherland, Nancy Travis and Sandra Bullock.  It is an American remake of a 1988 Franco-Dutch film also called ""The Vanishing"", and also directed by George Sluizer.

---

Hiraṇyagarbha (Sanskrit: हिरण्यगर्भः ; literally the 'golden womb' or 'golden egg', poetically translated as 'universal germ') is the source of the creation of universe or the manifested cosmos in Vedic philosophy, as well as an avatar of Vishnu in the Bhagavata Purana.  It finds mention in one hymn of the Rigveda (RV 10.121), known as the Hiraṇyagarbha Sūkta, suggesting a single creator deity (verse 8: ""yo deveṣv ādhi devā eka āsīt "", Griffith: ""He is the God of gods, and none beside him."") ,",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
250,Hust Stockton was the grandfather of which retired pro basketball player?,John Houston Stockton,John Stockton,False,0.8,recursive,500,100,22,ollama,mxbai-embed-large,1024,hybrid,10,3,1166,bge,3,ollama,local,hotpotqa,42,medium,bridge,12107.15060000075,generation,high,substring,"John Houston ""Hust"" Stockton (September 23, 1901 – April 27, 1967) was a professional football player, a back in the late 1920s in the National Football League.  He played with the Frankford Yellow Jackets from 1925 until 1928, and was a member of Yellow Jackets' 1926 NFL Championship team.  During his final season in 1929, Stockton split time between the Boston Bulldogs and the Providence Steamroller.  He was the grandfather of basketball Hall of Fame inductee, John Stockton, who played point

John Houston Stockton (born March 26, 1962) is an American retired professional basketball player.  He spent his entire professional playing career as a point guard for the Utah Jazz of the National Basketball Association (NBA), from 1984 to 2003.  Stockton is regarded as one of the best point guards of all time, holding the NBA records for most career assists and steals by considerable margins.  He is a ten-time NBA All-Star, and a two-time Naismith Memorial Basketball Hall of Fame inductee

He was the grandfather of basketball Hall of Fame inductee, John Stockton, who played point guard for the National Basketball Association's Utah Jazz from 1984 to 2003.",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
251,A Flag on the Island is dedicated to which British literary editor?,Diana Athill,Diana Athill,True,1.0,recursive,500,100,16,ollama,mxbai-embed-large,1024,hybrid,10,3,969,bge,3,ollama,local,hotpotqa,42,medium,bridge,7535.085099982098,none,,substring,"## A Flag on the Island
A Flag on the Island is a collection of short stories written by V.S. Naipaul, and first published by André Deutsch in 1967.  It includes the title novella, ""A Flag on the Island,"" outtakes from previous novels such as ""The Enemy"", from ""Miguel Street"", and pieces published in periodicals in England or the United States.  The book is dedicated to Diana Athill.

---

---

## Karl Miller
Karl Fergus Connor Miller FRSL (2 August 1931 – 24 September 2014) was a British literary editor, critic and writer.

---

## William Edward Hayter Preston
William Edward Hayter Preston (1891–1964) was a British literary editor, journalist, poet and author of several books.

---

---

## Diana Athill
Diana Athill {'1': "", '2': "", '3': 'OBE', '4': ""} (born 21 December 1917) is a British literary editor, novelist and memoirist who worked with some of the greatest writers of the 20th century at the London-based publishing company Andre Deutsch Ltd.

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
252,Which of those that repeated a home run in the Major Leagues after Robert Eenhoorn has previously played in MLB for the Cincinnati Reds in 2012?,Didi Gregorius,Didi Gregorius,True,1.0,recursive,500,100,35,ollama,mxbai-embed-large,1024,hybrid,10,3,1109,bge,3,ollama,local,hotpotqa,42,hard,bridge,13481.029099988518,none,,substring,"---

## Didi Gregorius
Mariekson Julius ""Didi"" Gregorius, (born February 18, 1990), is a Dutch professional baseball shortstop for the New York Yankees of Major League Baseball (MLB).  He previously played in MLB for the Cincinnati Reds in 2012 and the Arizona Diamondbacks in 2013 and 2014.

---

Robert Franciscus Eenhoorn (born February 9, 1968) is a retired Dutch professional baseball player and manager.  He played four seasons of Major League Baseball as a utility infielder for the New York Yankees and California/Anaheim Angels.  On September 27, 1997, Eenhoorn became the first Dutch-born player to hit a home run in the Major Leagues since Jack Lelivelt in 1912.  The feat was later repeated by Greg Halman and Didi Gregorius.  (All other Dutch MLB players to have hit home runs were

by Greg Halman and Didi Gregorius.  (All other Dutch MLB players to have hit home runs were born elsewhere, mainly in the country's Caribbean territories, most notably the Curaçao natives Andruw Jones and Hensley Meulens.)  Eenhoorn played for the Triple-A Norfolk Tides of the New York Mets organization in 1998.",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
253,Which body of literature includes both On Cheshil Beach and Anglo-Saxon literature?,British literature,British literature,True,1.0,recursive,500,100,20,ollama,mxbai-embed-large,1024,hybrid,10,3,1381,bge,3,ollama,local,hotpotqa,42,medium,bridge,12347.5405999925,none,,substring,"---

## On Chesil Beach
On Chesil Beach is a 2007 novel/novella by the Booker Prize-winning British writer Ian McEwan.  The novel was selected for the 2007 Booker Prize shortlist.

---

## Gale Owen-Crocker
Gale Owen-Crocker (born 16 January 1947) is an emeritus professor of Anglo-Saxon literature and culture and medieval dress and textiles at the University of Manchester, England, and director of the Manchester Centre for Anglo-Saxon Studies.

---

British literature is literature in the English language from the United Kingdom, Isle of Man, and Channel Islands.  Anglo-Saxon (Old English) literature is included, and there is some discussion of Latin and Anglo-Norman literature, where literature in these languages relate to the early development of the English language and literature.  There is also some brief discussion of major figures who wrote in Scots, but the main discussion is in the various Scottish literature articles.

---

## Anglo-Saxon riddles
Anglo-Saxon riddles are part of Anglo-Saxon literature.  The riddle was a major, prestigious literary genre in Anglo-Saxon England, and riddles were written both in Latin and Old English verse.  The most famous Anglo-Saxon riddles are in Old English and found in the tenth-century Exeter Book, while the pre-eminent Anglo-Saxon composer of Latin riddles was the seventh- to eighth-century scholar Aldhelm.

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
254,The artist who wrote and sang Ab Khel Jamay Ga was born on what month?,May,May,True,1.0,recursive,500,100,21,ollama,mxbai-embed-large,1024,hybrid,10,3,1269,bge,3,ollama,local,hotpotqa,42,medium,bridge,7829.723400005605,none,,substring,"---

## Ab Khel Jamay Ga
""Ab Khel Jamay Ga"" (English: Now the Game will be Stronger ) was the official anthem of the 2017 Pakistan Super League, the second season of the Pakistan Super League.  It is written and sung by Ali Zafar.

---

## Sang Ab
Sang Ab Persian: سنگ آب‎ ‎ is a Village in north-eastern Afghanistan .  It is located in Khwahan District to Badakhshan province.

---

Javed Ali (Hindi: जावेद अली , Urdu: ‎ , born 5 July 1982) is an Indian playback singer who has been singing in Hindi movies since the year 2000.  In 2007 Javed Ali came into limelight for his song ""Ek Din Teri Raahon Mein"" from the film ""Naqaab"" and thereafter he sang ""Jashn-e-Bahaaran"" from Jodhaa Akbar, ""Arziyan"" from Delhi-6, ""Kun Faya Kun"" from Rockstar, ""Guzarish"" from Ghajini, ""Aa Jao Meri Tamanna"" from Ajab Prem Ki Ghazab Kahani, ""Gale Lag Ja"" from De Dana Dan, ""Tu Hi Haqeeqat"" from Tum

---

## Ali Zafar
Ali Mohammad Zafar (born 18 May 1980) is a Pakistani singer-songwriter, model, actor and painter.  Zafar started out on Pakistani TV before becoming a popular musician.  He then also established a career in Hindi cinema and his success led many Pakistani actors to venture into Hindi films.  He has received five Lux Style Awards and a Filmfare Award nomination.

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
255,"Hugh Pelham's PhD was supervised by which British biochemist and molecular physiologist, who was awarded the 2001 Nobel Prize in Physiology or Medicine?",Tim Hunt,Tim Hunt,True,1.0,recursive,500,100,31,ollama,mxbai-embed-large,1024,hybrid,10,3,1401,bge,3,ollama,local,hotpotqa,42,hard,bridge,19157.18519999064,none,,substring,"---

## Tim Hunt
Sir Richard Timothy Hunt, (born 19 February 1943) is a British biochemist and molecular physiologist.  He was awarded the 2001 Nobel Prize in Physiology or Medicine with Paul Nurse and Leland H. Hartwell for their discoveries of protein molecules that control the division of cells.  In particular, Hunt discovered what he called cyclin: a protein in fertilised sea urchin eggs which cyclically aggregates and is depleted during cell division cycles.

---

---

## Hugh Pelham
Pelham was educated at Marlborough College in Marlborough, Wiltshire and Christ's College, Cambridge.  He graduated with a Master of Arts degree in Natural Sciences followed by a PhD for research on transcription and translation in immature blood cells (Reticulocytes).  His PhD was supervised by Richard J. Jackson and Tim Hunt, who went on to receive the Nobel Prize in Physiology or Medicine in 2001.

---

Prof John James Rickard Macleod, FRS FRSE LLD (6 September 1876 – 16 March 1935) was a Scottish biochemist and physiologist.  He devoted his career to diverse topics in physiology and biochemistry, but was chiefly interested in carbohydrate metabolism.  He is noted for his role in the discovery and isolation of insulin during his tenure as a lecturer at the University of Toronto, for which he and Frederick Banting received the 1923 Nobel prize in Physiology or Medicine.  Awarding the prize to",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
256,Which 2011 Hong Kong/Chinese historical drama war film featured music sung by the Uppsala University Choir? ,The Flowers of War,The Flowers of War,True,1.0,recursive,500,100,23,ollama,mxbai-embed-large,1024,hybrid,10,3,1166,bge,3,ollama,local,hotpotqa,42,medium,bridge,9963.023799995426,none,,substring,"The Flowers of War () is a 2011 Hong Kong/Chinese historical drama war film directed by Zhang Yimou, starring Christian Bale, Ni Ni, Zhang Xinyi, Tong Dawei, Atsuro Watabe, Shigeo Kobayashi and Cao Kefan.  The film is based on a novella by Geling Yan, ""13 Flowers of Nanjing"", inspired by the diary of Minnie Vautrin.  The story is set in Nanking, China, during the 1937 Nanking Massacre in the Second Sino-Japanese War.  A group of escapees, finding sanctuary in a church compound, try to survive

---

## Uppsala University Choir
Uppsala University Choir is a student choir that performs at many of the main events at Uppsala University.  According to the group's webpage the choir has existed for over 180 years and regularly performs in venues across Sweden, as well as on national radio and television.  Music sung by the Uppsala University Choir is also featured on the sound track of the 2011 movie, ""The Flowers of War"".

---

## 72 Heroes
72 Heroes is a 2011 Chinese historical drama film directed by Hong Kong film director Derek Chiu, better known as , based on the story of the 72 Martyrs who sacrificed their lives in the Second Guangzhou Uprising.

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
257,Are Ballota and Kleinia both evergreen plants?,no,"No. 

The context states that Ballota is a genus of ""flowering evergreen perennial plants and subshrubs,"" confirming it is evergreen. However, the context only describes Kleinia as ""a genus of African flowering plants in the sunflower family"" with no mention of its growth habit (such as whether it is evergreen). Since the context provides no information about Kleinia being evergreen, it cannot be confirmed that both genera are evergreen. Therefore, Ballota and Kleinia are not both evergreen plants based on the provided context.",True,0.0344827586206896,recursive,500,100,15,ollama,mxbai-embed-large,1024,hybrid,10,3,883,bge,3,ollama,local,hotpotqa,42,medium,comparison,10982.728599978143,none,,substring,"---

## Ballota
Ballota (horehound) is a genus of flowering evergreen perennial plants and subshrubs in the family Lamiaceae.  native to temperate regions.  The Mediterranean region has the highest diversity in the genus, with more isolated locations in South Africa, Central Asia, northern Europe, and the islands of the eastern North Atlantic.  It is found in rocky and waste ground.

---

---

## Kleinia
Kleinia is a genus of African flowering plants in the sunflower family.

---

## Ballota undulata
Ballota undulata, commonly known as common ballota or horehound, is a species of flowering plant in the family Lamiaceae, native to the Mediterranean region including Egypt, Israel and Jordan.  It is a compact, evergreen subshrub with a woody base, many hairy wiry stems, simple opposite leaves with toothed margins, and whorls of white flowers with funnel-shaped calyxes.

---",True,True,True,5.0,5.0,4.0,4.666666666666667,5.0,5.0,3.0,4.333333333333333,5.0,5.0,4.0,4.666666666666667,5.0,5.0,3.0,4.333333333333333,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667
258,"What was the name of the movie adapted from a book written Larry Buttrose, that was the story of a person that was accidentally separated from their mother at age 5,  adopted, and then reunited with their biological mother 25 years later?","major international feature film ""Lion""",Lion,False,0.0,recursive,500,100,27,ollama,mxbai-embed-large,1024,hybrid,10,3,1322,bge,3,ollama,local,hotpotqa,42,hard,bridge,14544.705200009048,generation,high,substring,"---

## Saroo Brierley
Saroo Brierley (born 1981) is an Indian-born Australian businessman who, at age five, was accidentally separated from his biological mother.  He was adopted by an Australian couple and, 25 years later, reunited with his biological mother.  His story generated significant international media attention, especially in Australia and India.

---

---

## Larry Buttrose
Larry Philip Buttrose (born 16 December 1952) is an Australian writer, journalist and academic.  He is the ghostwriter of the Saroo Brierley memoir ""A Long Way Home"" (adapted for the screen as the major international feature film ""Lion"").  He is also the author of the novels ""The Maze of the Muse"" and ""Sweet Sentence"", and the travel books ""The King Neptune Day & Night Club"", and ""Cafe Royale"" (also published as ""The Blue Man"").

---

""Lion"" is a 2016 Australian biographical film directed by Garth Davis (in his feature debut) and written by Luke Davies, based on the non-fiction book ""A Long Way Home"" by Saroo Brierley with Larry Buttrose.  Starring Sunny Pawar, Dev Patel, Rooney Mara, David Wenham and Nicole Kidman, the film focuses on Saroo Brierley, separated from his biological mother and adopted by an Australian couple, searched his biological mother via Google Earth.  The film had its world premiere at the Toronto",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
259,Jagdgeschwader 54 was piloted by the fighter ace of what nationality during World War II?,Austria,German,False,0.0,recursive,500,100,26,ollama,mxbai-embed-large,1024,hybrid,10,3,1345,bge,3,ollama,local,hotpotqa,42,hard,bridge,15402.663099986969,retrieval,high,substring,"---

## Jagdgeschwader 54
""Jagdgeschwader"" 54 (JG 54) was a Luftwaffe fighter wing during the Second World War, which was the second highest scoring wing of all time, JG 52 being the highest.  JG 54 flew on the Eastern Front claiming over 9,600 aircraft shot down, with pilots such as Walter Nowotny, Otto Kittel, Hans-Ekkehard Bob, Max-Hellmuth Ostermann and Hannes Trautloft being termed ""Experten"".

---

---

## Günther Scholz
Günther Scholz (December 8, 1911 – October 24, 2014) was a fighter ace in the Luftwaffe, and was the last surviving member of the Condor Legion during the Spanish Civil War.  He later participated in the Battle of Britain and commanded Jagdgeschwader 54 during World War II.  He had accumulated at least 33 ""kills"" during his time of service.  His memoirs are documented in the book ""In the Skies over Europe"".

---

Werner Schröer (12 February 1918 – 10 February 1985) was a German World War II fighter ace who served in the ""Luftwaffe"" from 1937, initially as a member of the ground staff, until the end of World War II in Europe on 8 May 1945, by which time he had reached the highest ranks of combat leadership.  A flying ace or fighter ace is a military aviator credited with shooting down five or more enemy aircraft during aerial combat.  Schröer was also a recipient of the Knight's Cross of the Iron Cross",True,False,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
260,Which of the following is known for his work on the decidability of algebraic groups: Anatoly Maltsev or Vladimir Levenshtein?,Anatoly Ivanovich Maltsev,"Anatoly Maltsev is known for his work on the decidability of algebraic groups, as stated in the context: ""He was a mathematician noted for his work on the decidability of various algebraic groups."" Vladimir Levenshtein is not mentioned in relation to this work; instead, the context describes his contributions to information theory, error-correcting codes, and combinatorial design. Therefore, Anatoly Maltsev is the correct answer.",False,0.0816326530612244,recursive,500,100,25,ollama,mxbai-embed-large,1024,hybrid,10,3,972,bge,3,ollama,local,hotpotqa,42,medium,comparison,12783.454999997048,generation,high,substring,"---

## Anatoly Maltsev
Anatoly Ivanovich Maltsev (also: Malcev, Mal'cev; Russian: Анато́лий Ива́нович Ма́льцев; 27 November N.S./14 November O.S. 1909, Moscow Governorate – 7 June 1967, Novosibirsk) was born in Misheronsky, near Moscow, and died in Novosibirsk, USSR.  He was a mathematician noted for his work on the decidability of various algebraic groups. Malcev algebras (generalisations of Lie algebras) are named after him.

---

---

## Vladimir Levenshtein
Vladimir Iosifovich Levenshtein (Russian: Влади́мир Ио́сифович Левенште́йн ; ] ; born 1935) is a Russian scientist who has done research in information theory, error-correcting codes, and combinatorial design.  Among other contributions, he is known for the Levenshtein distance and a Levenshtein algorithm, which he developed in 1965.

---

---

## Levenshtein coding
Levenstein coding, or Levenshtein coding, is a universal code encoding the non-negative integers developed by Vladimir Levenshtein.

---",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667
261,Ferrari's 488 was introduced to replace what European sports car?,458,"The Ferrari 488 was introduced to replace the Ferrari 458. This is directly stated in the context: ""The Ferrari 488 (""Tipo F142M"") is a mid-engined sports car produced by the Italian sports car manufacturer Ferrari, introduced in 2015 to replace the previous 458."" Additionally, the Ferrari 458 section confirms: ""It is replaced by the Ferrari 488.""",True,0.054054054054054,recursive,500,100,19,ollama,mxbai-embed-large,1024,hybrid,10,3,744,bge,3,ollama,local,hotpotqa,42,hard,bridge,7512.589799996931,none,,substring,"---

## Ferrari 488
The Ferrari 488 (""Tipo F142M"") is a mid-engined sports car produced by the Italian sports car manufacturer Ferrari, introduced in 2015 to replace the previous 458.

---

## Ferrari 458
The Ferrari 458 Italia is a mid-engined sports car produced by the Italian sports car manufacturer Ferrari.  The 458 replaced the Ferrari F430, and was first officially unveiled at the 2009 Frankfurt Motor Show.  It is replaced by the Ferrari 488, which was unveiled at the Geneva Motor Show 2015.

---

---

## S-segment
S-segment (or ""sport cars"") is a car classification defined by European Commission.  Offerings in Europe in 2015 are wide, ranging from the Audi TT and Mercedes-Benz SL-Class to the Ferrari 488 and Tesla Model S.

---",True,True,True,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667,5.0,5.0,3.0,4.333333333333333,5.0,5.0,4.0,4.666666666666667,5.0,5.0,4.0,4.666666666666667
262,Who was the Heckler & Koch HK416 used to kill in the operation code-named Operation Neptune Spear?,Osama bin Laden,Osama bin Laden,True,1.0,recursive,500,100,24,ollama,mxbai-embed-large,1024,hybrid,10,3,677,bge,3,ollama,local,hotpotqa,42,medium,bridge,18157.90370001924,none,,substring,"G36 family of rifles).  The HK416 gained fame as the weapon that United States Navy SEALs from DEVGRU Red Squadron used to kill Osama Bin Laden in 2011.

Osama bin Laden, the founder and head of the Islamist group Al-Qaeda, was killed in Pakistan on May 2, 2011, shortly after 1:00 am PKT (20:00 UTC, May 1) by United States Navy SEALs of the U.S. Naval Special Warfare Development Group (also known as DEVGRU or SEAL Team Six).  The operation, code-named Operation Neptune Spear, was carried out in a CIA-led operation, with Joint Special Operations Command, commonly known as JSOC, coordinating the Special Mission Units involved in the raid.  In

## Heckler &amp; Koch HK416",True,True,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
